,input,answer,predict,judge
337,CC(C)(OC(=O)N[C@H]1CN(c2nnc(C(NC(CC)CC)=O)n2[C@@H]2C[C@H]2C(C)C)CCC1)C,CCC(CC)NC(=O)c1nnc(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)n1[C@@H]1C[C@H]1C(C)C,CCC(CC)NC(=O)c1nnc(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)n1[C@@H]1C[C@H]1C(C)C,True
338,O(C(C1=CN(CCOC)C=C(C(OCC)=O)C1c1ccc([N+](=O)[O-])cc1)=O)CC,CCOC(=O)C1=CN(CCOC)C=C(C(=O)OCC)C1c1ccc([N+](=O)[O-])cc1,CCOC(=O)C1=C(C(=O)OCC)C(c2ccc([N+](=O)[O-])cc2)=CN(CCOC)C1,False
339,C1C(COC)(C(N([C@@H](CNC(c2onc(OC)c2)=O)C)C)=O)CC1,COCC1(C(=O)N(C)[C@H](C)CNC(=O)c2cc(OC)no2)CCC1,COCC1(C(=O)N(C)[C@H](C)CNC(=O)c2cc(OC)no2)CCC1,True
340,O=C(C1=C(C)OCCC1)NC1(CNC(=O)[C@H](CC)F)CCCCC1,CC[C@H](F)C(=O)NCC1(NC(=O)C2=C(C)OCCC2)CCCCC1,CC[C@H](F)C(=O)NCC1(NC(=O)C2=C(C)OCCC2)CCCCC1,True
341,C1C[C@H](CNC(=O)CCSC(=N)N)[C@@H](c2cccnc2)N1C(c1cc2c(cc(OC)cc2)[nH]1)=O,COc1ccc2cc(C(=O)N3CC[C@H](CNC(=O)CCSC(=N)N)[C@H]3c3cccnc3)[nH]c2c1,COc1ccc2cc(C(=O)N3CC[C@H](CNC(=O)CCSC(=N)N)[C@H]3c3cccnc3)[nH]c2c1,True
342,c1(C)cccc(-n2c(=C(C(NCCOC)=O)C#N)sc(=Cc3ccc([C@H]4C[C@@H]4C)o3)c2=O)c1C,COCCNC(=O)C(C#N)=c1sc(=Cc2ccc([C@H]3C[C@@H]3C)o2)c(=O)n1-c1cccc(C)c1C,COCCNC(=O)C(C#N)=c1sc(=Cc2ccc(-c3cccc(C)c3C)o2)c(=O)n1[C@H]1C[C@@H]1C,False
343,c1(C(=O)NC[C@@]2(O)CCN(C([C@@H]3C[C@H]4[C@H]5[C@@H]([C@@H]3O4)C5)=O)C2)nc(COC)oc1,COCc1nc(C(=O)NC[C@@]2(O)CCN(C(=O)[C@@H]3C[C@@H]4O[C@H]3[C@H]3C[C@@H]43)C2)co1,COCc1nc(C(=O)NC[C@@]2(O)CCN(C(=O)[C@@H]3C[C@@H]4O[C@H]3[C@H]3C[C@@H]43)C2)co1,True
344,c1cncc(F)c1C(NCCOC(C)C)=O,CC(C)OCCNC(=O)c1ccncc1F,CC(C)OCCNC(=O)c1ccncc1F,True
345,s1ccc(C2CC2)c1C(N[C@@H](CC)c1ccc(Cl)s1)=O,CC[C@H](NC(=O)c1sccc1C1CC1)c1ccc(Cl)s1,CC[C@H](NC(=O)c1sccc1C1CC1)c1ccc(Cl)s1,True
346,N([C@@H](C)[C@H]1CCCCN1C(CNC(=O)N)=O)c1ncc(Cl)cn1,C[C@H](Nc1ncc(Cl)cn1)[C@H]1CCCCN1C(=O)CNC(N)=O,C[C@H](Nc1ncc(Cl)cn1)[C@H]1CCCCN1C(=O)CNC(N)=O,True
347,O1CC[C@@]2(CN(C(CC(C)(NC(OCc3ccccc3)=O)C)=O)C[C@@H](C)O2)[C@H]1C,C[C@@H]1CN(C(=O)CC(C)(C)NC(=O)OCc2ccccc2)C[C@@]2(CCO[C@@H]2C)O1,C[C@@H]1OCC[C@@]12CN(C(=O)CC(C)(C)NC(=O)OCc1ccccc1)C[C@@H](C)O2,False
348,C(c1n(CC)cnc1)N1CCC(O)CC1,CCn1cncc1CN1CCC(O)CC1,CCn1cncc1CN1CCC(O)CC1,True
