model,seed,tok_len,is_perfect,answer,predict,answer_tok,predict_tok
GRU,1,13,0,OCCOCc1ccccc1,OCCOCc1ccccc1[N+](=O)[O-],"['O', 'C', 'C', 'O', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","['O', 'C', 'C', 'O', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,1,13,1,CNc1ccnc(C)n1,CNc1ccnc(C)n1,"['C', 'N', 'c', '1', 'c', 'c', 'n', 'c', '(', 'C', ')', 'n', '1']","['C', 'N', 'c', '1', 'c', 'c', 'n', 'c', '(', 'C', ')', 'n', '1']"
GRU,1,13,1,COCCCCNCC(C)C,COCCCCNCC(C)C,"['C', 'O', 'C', 'C', 'C', 'C', 'N', 'C', 'C', '(', 'C', ')', 'C']","['C', 'O', 'C', 'C', 'C', 'C', 'N', 'C', 'C', '(', 'C', ')', 'C']"
GRU,1,13,1,CC(C)c1ccccn1,CC(C)c1ccccn1,"['C', 'C', '(', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', 'n', '1']","['C', 'C', '(', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', 'n', '1']"
GRU,1,13,1,CN1CC[C@@H]1CO,CN1CC[C@@H]1CO,"['C', 'N', '1', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'O']","['C', 'N', '1', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'O']"
GRU,1,13,1,CCSc1ccc(C)s1,CCSc1ccc(C)s1,"['C', 'C', 'S', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 's', '1']","['C', 'C', 'S', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 's', '1']"
GRU,1,13,1,Cc1cnccc1NCCO,Cc1cnccc1NCCO,"['C', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'N', 'C', 'C', 'O']","['C', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'N', 'C', 'C', 'O']"
GRU,1,13,0,CN(C)CC(CN)CN,CN(C)CC(CN)NCC,"['C', 'N', '(', 'C', ')', 'C', 'C', '(', 'C', 'N', ')', 'C', 'N']","['C', 'N', '(', 'C', ')', 'C', 'C', '(', 'C', 'N', ')', 'N', 'C', 'C']"
GRU,1,13,1,O=Cc1cncnc1Cl,O=Cc1cncnc1Cl,"['O', '=', 'C', 'c', '1', 'c', 'n', 'c', 'n', 'c', '1', 'C', 'l']","['O', '=', 'C', 'c', '1', 'c', 'n', 'c', 'n', 'c', '1', 'C', 'l']"
GRU,2,13,0,C=COC(=O)CCCC,C=COC(=O)CCCC(C)(F)F,"['C', '=', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', 'C']","['C', '=', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', 'C', '(', 'C', ')', '(', 'F', ')', 'F']"
GRU,2,13,0,C=CC(C)(C)C=C,C=CC(C)(C)[C@@H]1CC=C[C@H]2C(C)(C)[C@H]2C1,"['C', '=', 'C', 'C', '(', 'C', ')', '(', 'C', ')', 'C', '=', 'C']","['C', '=', 'C', 'C', '(', 'C', ')', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '=', 'C', '[', 'C', '@', 'H', ']', '2', 'C', '(', 'C', ')', '(', 'C', ')', '[', 'C', '@', 'H', ']', '2', 'C', '1']"
GRU,2,13,1,N#Cc1ncccc1CO,N#Cc1ncccc1CO,"['N', '#', 'C', 'c', '1', 'n', 'c', 'c', 'c', 'c', '1', 'C', 'O']","['N', '#', 'C', 'c', '1', 'n', 'c', 'c', 'c', 'c', '1', 'C', 'O']"
GRU,2,13,1,Cn1cn[nH]c1=S,Cn1cn[nH]c1=S,"['C', 'n', '1', 'c', 'n', '[', 'n', 'H', ']', 'c', '1', '=', 'S']","['C', 'n', '1', 'c', 'n', '[', 'n', 'H', ']', 'c', '1', '=', 'S']"
GRU,2,13,0,Cc1cnc(C=O)s1,Cc1cnc(C=C(F)F)s1,"['C', 'c', '1', 'c', 'n', 'c', '(', 'C', '=', 'O', ')', 's', '1']","['C', 'c', '1', 'c', 'n', 'c', '(', 'C', '=', 'C', '(', 'F', ')', 'F', ')', 's', '1']"
GRU,2,13,0,C=Cc1ccsc1C=O,C=Cc1ccsc1C(=O)[C@@H]1CC[C@@H]1C(=O)O,"['C', '=', 'C', 'c', '1', 'c', 'c', 's', 'c', '1', 'C', '=', 'O']","['C', '=', 'C', 'c', '1', 'c', 'c', 's', 'c', '1', 'C', '(', '=', 'O', ')', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', '(', '=', 'O', ')', 'O']"
GRU,2,13,0,N#CCS(=O)CC#N,N#CCS(=O)(=O)CC#N,"['N', '#', 'C', 'C', 'S', '(', '=', 'O', ')', 'C', 'C', '#', 'N']","['N', '#', 'C', 'C', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'C', 'C', '#', 'N']"
GRU,2,13,1,OCCOCCSCCOCCO,OCCOCCSCCOCCO,"['O', 'C', 'C', 'O', 'C', 'C', 'S', 'C', 'C', 'O', 'C', 'C', 'O']","['O', 'C', 'C', 'O', 'C', 'C', 'S', 'C', 'C', 'O', 'C', 'C', 'O']"
GRU,2,13,0,COCCOCCC(N)=S,COCCOCCC(=O)NC(F)(F)Cl,"['C', 'O', 'C', 'C', 'O', 'C', 'C', 'C', '(', 'N', ')', '=', 'S']","['C', 'O', 'C', 'C', 'O', 'C', 'C', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'F', ')', '(', 'F', ')', 'C', 'l']"
GRU,2,13,0,CNC(=O)C1CCC1,CNC(=O)[C@@H]1CCC[C@@H]1C(=O)O,"['C', 'N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', 'C', 'C', '1']","['C', 'N', 'C', '(', '=', 'O', ')', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', '(', '=', 'O', ')', 'O']"
GRU,2,13,1,CCc1nc(CN)co1,CCc1nc(CN)co1,"['C', 'C', 'c', '1', 'n', 'c', '(', 'C', 'N', ')', 'c', 'o', '1']","['C', 'C', 'c', '1', 'n', 'c', '(', 'C', 'N', ')', 'c', 'o', '1']"
GRU,2,13,0,COCOc1cnccc1I,COCOc1cncc(I)c1[N+](=O)[O-],"['C', 'O', 'C', 'O', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'I']","['C', 'O', 'C', 'O', 'c', '1', 'c', 'n', 'c', 'c', '(', 'I', ')', 'c', '1', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,2,13,0,OCCOCc1ccccc1,OCCOCc1ccccc1[N+](=O)[O-],"['O', 'C', 'C', 'O', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","['O', 'C', 'C', 'O', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,2,13,1,CNc1ccnc(C)n1,CNc1ccnc(C)n1,"['C', 'N', 'c', '1', 'c', 'c', 'n', 'c', '(', 'C', ')', 'n', '1']","['C', 'N', 'c', '1', 'c', 'c', 'n', 'c', '(', 'C', ')', 'n', '1']"
GRU,2,13,1,COCCCCNCC(C)C,COCCCCNCC(C)C,"['C', 'O', 'C', 'C', 'C', 'C', 'N', 'C', 'C', '(', 'C', ')', 'C']","['C', 'O', 'C', 'C', 'C', 'C', 'N', 'C', 'C', '(', 'C', ')', 'C']"
GRU,2,13,0,CC(C)c1ccccn1,CC(C)c1ccccc1[C@@H]1CC[C@H](C(F)(F)F)n1,"['C', 'C', '(', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', 'n', '1']","['C', 'C', '(', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '[', 'C', '@', 'H', ']', '(', 'C', '(', 'F', ')', '(', 'F', ')', 'F', ')', 'n', '1']"
GRU,2,13,1,CN1CC[C@@H]1CO,CN1CC[C@@H]1CO,"['C', 'N', '1', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'O']","['C', 'N', '1', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'O']"
GRU,2,13,0,CCSc1ccc(C)s1,CCSc1ccc(C)c([N+](=O)[O-])n1,"['C', 'C', 'S', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 's', '1']","['C', 'C', 'S', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'n', '1']"
GRU,2,13,0,Cc1cnccc1NCCO,Cc1cnccc1NCC[N+](=O)[O-],"['C', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'N', 'C', 'C', 'O']","['C', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'N', 'C', 'C', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,2,13,0,CN(C)CC(CN)CN,CN(C)CC(CN)(CN)Cc1ccc([N+](=O)[O-])o1,"['C', 'N', '(', 'C', ')', 'C', 'C', '(', 'C', 'N', ')', 'C', 'N']","['C', 'N', '(', 'C', ')', 'C', 'C', '(', 'C', 'N', ')', '(', 'C', 'N', ')', 'C', 'c', '1', 'c', 'c', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'o', '1']"
GRU,2,13,0,O=Cc1cncnc1Cl,O=Cc1cncnc1[C@@H]1C[C@@H]1C(Cl)(Cl)Cl,"['O', '=', 'C', 'c', '1', 'c', 'n', 'c', 'n', 'c', '1', 'C', 'l']","['O', '=', 'C', 'c', '1', 'c', 'n', 'c', 'n', 'c', '1', '[', 'C', '@@', 'H', ']', '1', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', '(', 'C', 'l', ')', '(', 'C', 'l', ')', 'C', 'l']"
GRU,3,13,1,C=COC(=O)CCCC,C=COC(=O)CCCC,"['C', '=', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', 'C']","['C', '=', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', 'C']"
GRU,3,13,0,C=CC(C)(C)C=C,C=CC(C)(C)C(=C)C,"['C', '=', 'C', 'C', '(', 'C', ')', '(', 'C', ')', 'C', '=', 'C']","['C', '=', 'C', 'C', '(', 'C', ')', '(', 'C', ')', 'C', '(', '=', 'C', ')', 'C']"
GRU,3,13,1,N#Cc1ncccc1CO,N#Cc1ncccc1CO,"['N', '#', 'C', 'c', '1', 'n', 'c', 'c', 'c', 'c', '1', 'C', 'O']","['N', '#', 'C', 'c', '1', 'n', 'c', 'c', 'c', 'c', '1', 'C', 'O']"
GRU,3,13,1,Cn1cn[nH]c1=S,Cn1cn[nH]c1=S,"['C', 'n', '1', 'c', 'n', '[', 'n', 'H', ']', 'c', '1', '=', 'S']","['C', 'n', '1', 'c', 'n', '[', 'n', 'H', ']', 'c', '1', '=', 'S']"
GRU,3,13,0,Cc1cnc(C=O)s1,Cc1cnc(C=O)[nH]1,"['C', 'c', '1', 'c', 'n', 'c', '(', 'C', '=', 'O', ')', 's', '1']","['C', 'c', '1', 'c', 'n', 'c', '(', 'C', '=', 'O', ')', '[', 'n', 'H', ']', '1']"
GRU,3,13,0,C=Cc1ccsc1C=O,C=Cc1ccsc1C[C@H]1C(=O)N=C1[N+](=O)[O-],"['C', '=', 'C', 'c', '1', 'c', 'c', 's', 'c', '1', 'C', '=', 'O']","['C', '=', 'C', 'c', '1', 'c', 'c', 's', 'c', '1', 'C', '[', 'C', '@', 'H', ']', '1', 'C', '(', '=', 'O', ')', 'N', '=', 'C', '1', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,3,13,0,N#CCS(=O)CC#N,N#CCS(=O)(=O)CC#N,"['N', '#', 'C', 'C', 'S', '(', '=', 'O', ')', 'C', 'C', '#', 'N']","['N', '#', 'C', 'C', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'C', 'C', '#', 'N']"
GRU,3,13,1,OCCOCCSCCOCCO,OCCOCCSCCOCCO,"['O', 'C', 'C', 'O', 'C', 'C', 'S', 'C', 'C', 'O', 'C', 'C', 'O']","['O', 'C', 'C', 'O', 'C', 'C', 'S', 'C', 'C', 'O', 'C', 'C', 'O']"
GRU,3,13,1,COCCOCCC(N)=S,COCCOCCC(N)=S,"['C', 'O', 'C', 'C', 'O', 'C', 'C', 'C', '(', 'N', ')', '=', 'S']","['C', 'O', 'C', 'C', 'O', 'C', 'C', 'C', '(', 'N', ')', '=', 'S']"
GRU,3,13,1,CNC(=O)C1CCC1,CNC(=O)C1CCC1,"['C', 'N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', 'C', 'C', '1']","['C', 'N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', 'C', 'C', '1']"
GRU,3,13,0,CCc1nc(CN)co1,CCc1nc(CN)cc2oc1C[C@H]2C[S@](=O)C1,"['C', 'C', 'c', '1', 'n', 'c', '(', 'C', 'N', ')', 'c', 'o', '1']","['C', 'C', 'c', '1', 'n', 'c', '(', 'C', 'N', ')', 'c', 'c', '2', 'o', 'c', '1', 'C', '[', 'C', '@', 'H', ']', '2', 'C', '[', 'S', '@', ']', '(', '=', 'O', ')', 'C', '1']"
GRU,3,13,1,COCOc1cnccc1I,COCOc1cnccc1I,"['C', 'O', 'C', 'O', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'I']","['C', 'O', 'C', 'O', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'I']"
GRU,3,13,1,OCCOCc1ccccc1,OCCOCc1ccccc1,"['O', 'C', 'C', 'O', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","['O', 'C', 'C', 'O', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']"
GRU,3,13,1,CNc1ccnc(C)n1,CNc1ccnc(C)n1,"['C', 'N', 'c', '1', 'c', 'c', 'n', 'c', '(', 'C', ')', 'n', '1']","['C', 'N', 'c', '1', 'c', 'c', 'n', 'c', '(', 'C', ')', 'n', '1']"
GRU,3,13,1,COCCCCNCC(C)C,COCCCCNCC(C)C,"['C', 'O', 'C', 'C', 'C', 'C', 'N', 'C', 'C', '(', 'C', ')', 'C']","['C', 'O', 'C', 'C', 'C', 'C', 'N', 'C', 'C', '(', 'C', ')', 'C']"
GRU,3,13,1,CC(C)c1ccccn1,CC(C)c1ccccn1,"['C', 'C', '(', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', 'n', '1']","['C', 'C', '(', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', 'n', '1']"
GRU,3,13,1,CN1CC[C@@H]1CO,CN1CC[C@@H]1CO,"['C', 'N', '1', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'O']","['C', 'N', '1', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'O']"
GRU,3,13,0,CCSc1ccc(C)s1,CCSc1ccc(C)c(C)s1,"['C', 'C', 'S', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 's', '1']","['C', 'C', 'S', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 'c', '(', 'C', ')', 's', '1']"
GRU,3,13,1,Cc1cnccc1NCCO,Cc1cnccc1NCCO,"['C', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'N', 'C', 'C', 'O']","['C', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'N', 'C', 'C', 'O']"
GRU,3,13,0,CN(C)CC(CN)CN,CN(C)CC(CN)NC[C@@H](C)C,"['C', 'N', '(', 'C', ')', 'C', 'C', '(', 'C', 'N', ')', 'C', 'N']","['C', 'N', '(', 'C', ')', 'C', 'C', '(', 'C', 'N', ')', 'N', 'C', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'C']"
GRU,3,13,1,O=Cc1cncnc1Cl,O=Cc1cncnc1Cl,"['O', '=', 'C', 'c', '1', 'c', 'n', 'c', 'n', 'c', '1', 'C', 'l']","['O', '=', 'C', 'c', '1', 'c', 'n', 'c', 'n', 'c', '1', 'C', 'l']"
GRU,1,14,1,N#CCCc1ccccc1N,N#CCCc1ccccc1N,"['N', '#', 'C', 'C', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'N']","['N', '#', 'C', 'C', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'N']"
GRU,1,14,0,Cc1c(I)cnn1CCF,Cc1c(I)cnn1[C@@H](CCF)C1CC1,"['C', 'c', '1', 'c', '(', 'I', ')', 'c', 'n', 'n', '1', 'C', 'C', 'F']","['C', 'c', '1', 'c', '(', 'I', ')', 'c', 'n', 'n', '1', '[', 'C', '@@', 'H', ']', '(', 'C', 'C', 'F', ')', 'C', '1', 'C', 'C', '1']"
GRU,1,14,0,CN1C=NN(C)C=N1,CN1C=NN=C(C)[C@H](N2CC2)C1,"['C', 'N', '1', 'C', '=', 'N', 'N', '(', 'C', ')', 'C', '=', 'N', '1']","['C', 'N', '1', 'C', '=', 'N', 'N', '=', 'C', '(', 'C', ')', '[', 'C', '@', 'H', ']', '(', 'N', '2', 'C', 'C', '2', ')', 'C', '1']"
GRU,1,14,0,CCc1ncnc(S)c1F,CCc1ncnc(S)c1[C@H](F)C(F)(F)F,"['C', 'C', 'c', '1', 'n', 'c', 'n', 'c', '(', 'S', ')', 'c', '1', 'F']","['C', 'C', 'c', '1', 'n', 'c', 'n', 'c', '(', 'S', ')', 'c', '1', '[', 'C', '@', 'H', ']', '(', 'F', ')', 'C', '(', 'F', ')', '(', 'F', ')', 'F']"
GRU,1,14,0,CC#CC[C@H](C)N,CC#CC[C@@H](C)N,"['C', 'C', '#', 'C', 'C', '[', 'C', '@', 'H', ']', '(', 'C', ')', 'N']","['C', 'C', '#', 'C', 'C', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'N']"
GRU,1,14,1,CC(=O)Nn1cnnc1,CC(=O)Nn1cnnc1,"['C', 'C', '(', '=', 'O', ')', 'N', 'n', '1', 'c', 'n', 'n', 'c', '1']","['C', 'C', '(', '=', 'O', ')', 'N', 'n', '1', 'c', 'n', 'n', 'c', '1']"
GRU,1,14,0,CC(C)CC(C)(C)C,CC(C)CC(C)(C)[C@@H]1CC1,"['C', 'C', '(', 'C', ')', 'C', 'C', '(', 'C', ')', '(', 'C', ')', 'C']","['C', 'C', '(', 'C', ')', 'C', 'C', '(', 'C', ')', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '1']"
GRU,1,14,1,N#CCc1ccc[nH]1,N#CCc1ccc[nH]1,"['N', '#', 'C', 'C', 'c', '1', 'c', 'c', 'c', '[', 'n', 'H', ']', '1']","['N', '#', 'C', 'C', 'c', '1', 'c', 'c', 'c', '[', 'n', 'H', ']', '1']"
GRU,1,14,1,CCCC(=O)OCCCCF,CCCC(=O)OCCCCF,"['C', 'C', 'C', 'C', '(', '=', 'O', ')', 'O', 'C', 'C', 'C', 'C', 'F']","['C', 'C', 'C', 'C', '(', '=', 'O', ')', 'O', 'C', 'C', 'C', 'C', 'F']"
GRU,1,14,1,CCOC(=O)C(C)=O,CCOC(=O)C(C)=O,"['C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', '(', 'C', ')', '=', 'O']","['C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', '(', 'C', ')', '=', 'O']"
GRU,1,14,1,FCCCCN1CC=CCC1,FCCCCN1CC=CCC1,"['F', 'C', 'C', 'C', 'C', 'N', '1', 'C', 'C', '=', 'C', 'C', 'C', '1']","['F', 'C', 'C', 'C', 'C', 'N', '1', 'C', 'C', '=', 'C', 'C', 'C', '1']"
GRU,1,14,1,CCNC(=S)NCCOCC,CCNC(=S)NCCOCC,"['C', 'C', 'N', 'C', '(', '=', 'S', ')', 'N', 'C', 'C', 'O', 'C', 'C']","['C', 'C', 'N', 'C', '(', '=', 'S', ')', 'N', 'C', 'C', 'O', 'C', 'C']"
GRU,1,14,0,CCCCCN(CC)CCOC,CCCCN(CCC)CC[C@H](C)OC,"['C', 'C', 'C', 'C', 'C', 'N', '(', 'C', 'C', ')', 'C', 'C', 'O', 'C']","['C', 'C', 'C', 'C', 'N', '(', 'C', 'C', 'C', ')', 'C', 'C', '[', 'C', '@', 'H', ']', '(', 'C', ')', 'O', 'C']"
GRU,1,14,0,COc1ccnc(N)c1N,COc1ccnc(N)c1O,"['C', 'O', 'c', '1', 'c', 'c', 'n', 'c', '(', 'N', ')', 'c', '1', 'N']","['C', 'O', 'c', '1', 'c', 'c', 'n', 'c', '(', 'N', ')', 'c', '1', 'O']"
GRU,1,14,0,C#CCCN1CCCCCC1,C#CCCN1CCCCC[C@H]1C1CC1,"['C', '#', 'C', 'C', 'C', 'N', '1', 'C', 'C', 'C', 'C', 'C', 'C', '1']","['C', '#', 'C', 'C', 'C', 'N', '1', 'C', 'C', 'C', 'C', 'C', '[', 'C', '@', 'H', ']', '1', 'C', '1', 'C', 'C', '1']"
GRU,1,14,1,CCON=Cc1cnccn1,CCON=Cc1cnccn1,"['C', 'C', 'O', 'N', '=', 'C', 'c', '1', 'c', 'n', 'c', 'c', 'n', '1']","['C', 'C', 'O', 'N', '=', 'C', 'c', '1', 'c', 'n', 'c', 'c', 'n', '1']"
GRU,1,14,1,CC#CCNC(=O)NCC,CC#CCNC(=O)NCC,"['C', 'C', '#', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'N', 'C', 'C']","['C', 'C', '#', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'N', 'C', 'C']"
GRU,1,14,0,O=CC1(Br)CCCC1,O=CC1(Br)[C@H](O)CCC1,"['O', '=', 'C', 'C', '1', '(', 'B', 'r', ')', 'C', 'C', 'C', 'C', '1']","['O', '=', 'C', 'C', '1', '(', 'B', 'r', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'C', 'C', '1']"
GRU,1,14,0,C=CCCOC(=O)COC,C=CCCOC(=O)CO[C@@H](C)c1ccc([N+](=O)[O-])cc1,"['C', '=', 'C', 'C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', 'O', 'C']","['C', '=', 'C', 'C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', 'O', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'c', '1', 'c', 'c', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'c', 'c', '1']"
GRU,1,14,1,CCC(CC)CNCCCCO,CCC(CC)CNCCCCO,"['C', 'C', 'C', '(', 'C', 'C', ')', 'C', 'N', 'C', 'C', 'C', 'C', 'O']","['C', 'C', 'C', '(', 'C', 'C', ')', 'C', 'N', 'C', 'C', 'C', 'C', 'O']"
GRU,1,14,1,CC(=O)Cc1ccco1,CC(=O)Cc1ccco1,"['C', 'C', '(', '=', 'O', ')', 'C', 'c', '1', 'c', 'c', 'c', 'o', '1']","['C', 'C', '(', '=', 'O', ')', 'C', 'c', '1', 'c', 'c', 'c', 'o', '1']"
GRU,1,14,1,CSCCc1cnn(C)c1,CSCCc1cnn(C)c1,"['C', 'S', 'C', 'C', 'c', '1', 'c', 'n', 'n', '(', 'C', ')', 'c', '1']","['C', 'S', 'C', 'C', 'c', '1', 'c', 'n', 'n', '(', 'C', ')', 'c', '1']"
GRU,1,14,0,NC1(CO)CC(O)C1,NC1(CO)CC(O)[C@@H](n2cccn2)C1,"['N', 'C', '1', '(', 'C', 'O', ')', 'C', 'C', '(', 'O', ')', 'C', '1']","['N', 'C', '1', '(', 'C', 'O', ')', 'C', 'C', '(', 'O', ')', '[', 'C', '@@', 'H', ']', '(', 'n', '2', 'c', 'c', 'c', 'n', '2', ')', 'C', '1']"
GRU,1,14,0,c1ccc2cnncc2c1,c1ccc([C@H]2CCc3cnnc32)cc1,"['c', '1', 'c', 'c', 'c', '2', 'c', 'n', 'n', 'c', 'c', '2', 'c', '1']","['c', '1', 'c', 'c', 'c', '(', '[', 'C', '@', 'H', ']', '2', 'C', 'C', 'c', '3', 'c', 'n', 'n', 'c', '3', '2', ')', 'c', 'c', '1']"
GRU,1,14,1,NCCOCCN1CCCCC1,NCCOCCN1CCCCC1,"['N', 'C', 'C', 'O', 'C', 'C', 'N', '1', 'C', 'C', 'C', 'C', 'C', '1']","['N', 'C', 'C', 'O', 'C', 'C', 'N', '1', 'C', 'C', 'C', 'C', 'C', '1']"
GRU,1,14,0,COc1ccc(C)nc1I,COc1ccc(C)nc1[C@@H]1CC1(Cl)I,"['C', 'O', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 'n', 'c', '1', 'I']","['C', 'O', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 'n', 'c', '1', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '1', '(', 'C', 'l', ')', 'I']"
GRU,1,14,1,O=C(O)CCCC(F)F,O=C(O)CCCC(F)F,"['O', '=', 'C', '(', 'O', ')', 'C', 'C', 'C', 'C', '(', 'F', ')', 'F']","['O', '=', 'C', '(', 'O', ')', 'C', 'C', 'C', 'C', '(', 'F', ')', 'F']"
GRU,1,14,1,C=CCCCCSC1COC1,C=CCCCCSC1COC1,"['C', '=', 'C', 'C', 'C', 'C', 'C', 'S', 'C', '1', 'C', 'O', 'C', '1']","['C', '=', 'C', 'C', 'C', 'C', 'C', 'S', 'C', '1', 'C', 'O', 'C', '1']"
GRU,1,14,0,CCO[C@H](C)CNC,CCO[C@H](C)CNC(C)=O,"['C', 'C', 'O', '[', 'C', '@', 'H', ']', '(', 'C', ')', 'C', 'N', 'C']","['C', 'C', 'O', '[', 'C', '@', 'H', ']', '(', 'C', ')', 'C', 'N', 'C', '(', 'C', ')', '=', 'O']"
GRU,1,14,1,CC(C)n1nnnc1NN,CC(C)n1nnnc1NN,"['C', 'C', '(', 'C', ')', 'n', '1', 'n', 'n', 'n', 'c', '1', 'N', 'N']","['C', 'C', '(', 'C', ')', 'n', '1', 'n', 'n', 'n', 'c', '1', 'N', 'N']"
GRU,1,14,0,Cc1cc(F)cnc1Br,Cc1cc(F)cnc1[C@H]1CC1(F)Br,"['C', 'c', '1', 'c', 'c', '(', 'F', ')', 'c', 'n', 'c', '1', 'B', 'r']","['C', 'c', '1', 'c', 'c', '(', 'F', ')', 'c', 'n', 'c', '1', '[', 'C', '@', 'H', ']', '1', 'C', 'C', '1', '(', 'F', ')', 'B', 'r']"
GRU,1,14,1,C=CCCOCCNC(C)C,C=CCCOCCNC(C)C,"['C', '=', 'C', 'C', 'C', 'O', 'C', 'C', 'N', 'C', '(', 'C', ')', 'C']","['C', '=', 'C', 'C', 'C', 'O', 'C', 'C', 'N', 'C', '(', 'C', ')', 'C']"
GRU,1,14,0,CCn1cnc(C)c1Br,CCn1cnc(C)c1[C@@H]1CC1(F)F,"['C', 'C', 'n', '1', 'c', 'n', 'c', '(', 'C', ')', 'c', '1', 'B', 'r']","['C', 'C', 'n', '1', 'c', 'n', 'c', '(', 'C', ')', 'c', '1', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '1', '(', 'F', ')', 'F']"
GRU,1,14,1,CCCSCCC1CCOCC1,CCCSCCC1CCOCC1,"['C', 'C', 'C', 'S', 'C', 'C', 'C', '1', 'C', 'C', 'O', 'C', 'C', '1']","['C', 'C', 'C', 'S', 'C', 'C', 'C', '1', 'C', 'C', 'O', 'C', 'C', '1']"
